natural_language_processing,text_mining,4
knowledge_discovery,natural_language_processing,3
data_mining,knowledge_discovery,3
artificial_intelligence,knowledge_management,3
knowledge_discovery,text_mining,2
knowledge_management,natural_language_processing,2
knowledge_discovery,machine_learning,2
classification,support_vector_machine,2
knowledge_transfer,support_vector_machine,2
knowledge_transfer,transfer_learning,2
machine_learning,natural_language_processing,2
knowledge_representation,support_vector_machine,2
knowledge_management,support_vector_machine,2
automation,expert_system,2
knowledge_representation,ontology,2
design,performance,2
deep_learning,knowledge_transfer,2
decision_support,support_vector_machine,2
expert_system,knowledge_management,2
embedding_model,knowledge_base,2
fungramkb,natural_language_processing,2
genetic_algorithm,support_vector_machine,2
knowledge_acquisition,knowledge-based_engineering,2
expert_system,knowledge_base,2
knowledge_acquisition,natural_language_processing,2
incremental_learning,knowledge_discovery,2
data_mining,rough_set,2
knowledge_acquisition,knowledge_representation,2
algorithms,design,2
artificial_neural_network,data_mining,2
artificial_intelligence,knowledge_acquisition,2
algorithms,performance,2
rough_set,rule_induction,2
artificial_neural_network,multi-criteria_decision_making,2
artificial_neural_network,multilayer_perceptron,2
support_vector_machine,support_vector_machine,2
genetic_algorithm,semantic_similarity,1
performance,theory,1
information_extraction,knowledge_discovery,1
incremental_learning,rough_set,1
gis,support_vector_machine,1
reinforcement_learning,transfer_learning,1
genetic_algorithm,transfer_learning,1
performance,transfer_learning,1
investment_decision,rough_set_theory,1
investment_decision,multi-criteria_decision_making,1
k-means_clustering,knowledge_management,1
investment_decision,soft_computing,1
information_extraction,relation_extraction,1
information_extraction,named_entity_recognition,1
information_extraction,machine_learning,1
ontology,soft_computing,1
information_extraction,natural_language_processing,1
genetic_algorithm,neural_network,1
fuzzy_inference_system,investment_decision,1
feature_selection,knowledge_discovery,1
fuzzy_inference_system,knowledge_engineering,1
fuzzy_inference_system,knowledge_base_verification,1
expert_system,word_sense_disambiguation,1
theory,transfer_learning,1
expert_system,fuzzy_system,1
expert_system,modelling,1
expert_system,machine_learning,1
fuzzy_logic,neuro-fuzzy,1
fuzzy_logic,knowledge-based_systems,1
genetic_algorithm,knowledge_management,1
fuzzy_system,knowledge_base,1
relation_extraction,text_mining,1
fuzzy_inference_system,soft_computing,1
fuzzy_inference_system,rough_set_theory,1
fuzzy_inference,neuro-fuzzy,1
rough_set_theory,soft_computing,1
multi-criteria_decision_making,multilayer_perceptron,1
knowledge_management,modelling,1
knowledge_management,network_analysis,1
knowledge_management,optimization,1
knowledge_management,ontology_learning,1
knowledge_engineering,knowledge_representation,1
named_entity_recognition,performance,1
knowledge_engineering,machine_learning,1
knowledge_management,machine_learning,1
knowledge_engineering,ontology,1
knowledge_sharing,optimization,1
machine_learning,ontology_learning,1
knowledge_transfer,machine_learning,1
machine_learning,ontology,1
knowledge_transfer,reinforcement_learning,1
knowledge_management,theory,1
machine_learning,text_mining,1
knowledge_representation,knowledge_transfer,1
knowledge_representation,natural_language_processing,1
machine_learning,soft_computing,1
knowledge_acquisition,rough_set,1
knowledge_acquisition,reinforcement_learning,1
natural_language_processing,ontology,1
knowledge_acquisition,text_mining,1
knowledge_acquisition,rule_induction,1
k-means_clustering,natural_language_processing,1
k-means_clustering,machine_learning,1
knowledge_acquisition,knowledge_base_system,1
neural_network,transfer_learning,1
ontology,risk_assessment,1
named_entity_recognition,relation_extraction,1
natural_language_processing,network_analysis,1
knowledge_discovery,neural_network,1
knowledge_discovery,support_vector_machine,1
knowledge_discovery,rough_set,1
knowledge_base_verification,knowledge_engineering,1
knowledge_base_system,knowledge_representation,1
knowledge_base,natural_language_processing,1
knowledge_base,representation_learning,1
knowledge_base,neural_network,1
bayesian_network,diagnostic_expert_system,1
automation,modelling,1
automation,knowledge_management,1
bayesian_network,ontology,1
bayesian_network,knowledge_transfer,1
bayesian_network,expert_system,1
australia,automation,1
association_rule_mining,word_sense_disambiguation,1
association_rule_mining,natural_language_processing,1
automation,automation,1
australia,modelling,1
australia,knowledge_management,1
biomarker_discovery,transfer_learning,1
biomarker_discovery,machine_learning,1
biomarker_discovery,knowledge_transfer,1
biomedical_text_mining,performance,1
biomedical_text_mining,named_entity_recognition,1
biomedical_text_mining,design,1
big_data,fuzzy_system,1
big_data,data_mining,1
bayesian_network,transfer_learning,1
biomarker_discovery,knowledge_discovery,1
big_data,network_analysis,1
big_data,gis,1
ambient_intelligence,machine_learning,1
ambient_intelligence,knowledge_management,1
ambient_intelligence,energy_efficiency,1
artificial_intelligence,gis,1
artificial_intelligence,expert_system,1
artificial_intelligence,big_data,1
algorithms,knowledge_transfer,1
algorithms,data_mining,1
algorithms,biomedical_text_mining,1
algorithms,transfer_learning,1
algorithms,theory,1
algorithms,named_entity_recognition,1
artificial_neural_network,support_vector_machine,1
artificial_neural_network,artificial_neural_network,1
artificial_intelligence,ontology_learning,1
association_rule_mining,knowledge_base,1
association_rule_mining,expert_system,1
association_rule_mining,data_mining,1
artificial_intelligence,knowledge_sharing,1
artificial_intelligence,knowledge_representation,1
artificial_intelligence,knowledge_base_system,1
artificial_intelligence,neural_network,1
artificial_intelligence,machine_learning,1
artificial_intelligence,knowledge-based_engineering,1
biomedical_text_mining,relation_extraction,1
decision_support,knowledge_base_verification,1
decision_support,genetic_algorithm,1
decision_making,rule_induction,1
design,theory,1
design,named_entity_recognition,1
decision_support,knowledge_management,1
data_mining,transfer_learning,1
data_mining,theory,1
data_mining,support_vector_machine,1
decision_making,rough_set,1
decision_making,multi-criteria_decision_making,1
decision_making,investment_decision,1
embedding_model,neural_network,1
dimensionality_reduction,natural_language_processing,1
dimensionality_reduction,machine_learning,1
energy_efficiency,knowledge_management,1
energy_efficiency,knowledge_discovery,1
embedding_model,representation_learning,1
diagnostic_expert_system,rough_set,1
diagnostic_expert_system,knowledge_acquisition,1
design,transfer_learning,1
dimensionality_reduction,knowledge_discovery,1
dimensionality_reduction,information_extraction,1
diagnostic_expert_system,rule_induction,1
cloud_computing,machine_learning,1
cloud_computing,knowledge_discovery,1
cloud_computing,expert_system,1
conditional_random_field,natural_language_processing,1
conditional_random_field,knowledge_base,1
cloud_computing,neural_network,1
breast_cancer,instance_selection,1
breast_cancer,case-based_reasoning,1
biomedical_text_mining,text_mining,1
classification,knowledge_transfer,1
classification,knowledge_representation,1
case-based_reasoning,ontology,1
data_mining,multi-criteria_decision_making,1
data_mining,machine_learning,1
data_mining,knowledge_base,1
data_mining,performance,1
data_mining,natural_language_processing,1
data_mining,multilayer_perceptron,1
data_mining,dimensionality_reduction,1
data_mining,design,1
conditional_random_field,word_sense_disambiguation,1
data_mining,instance_selection,1
data_mining,fuzzy_system,1
data_mining,feature_selection,1
